"图层",X 坐标,"Y 坐标","内容"
"停车位",2348.799,"2543.1039","路内停车位
004112"
"停车位",2348.7982,"2543.1092","路内停车位
004111"
"停车位",2348.8044,"2543.0702","路内停车位
004118"
"停车位",2348.8035,"2543.0757","路内停车位
004117"
"停车位",2348.8026,"2543.0815","路内停车位
004116"
"停车位",2348.8018,"2543.0868","路内停车位
004115"
"停车位",2348.8087,"2543.0487","路内停车位
004122"
"停车位",2348.8071,"2543.0539","路内停车位
004121"
"停车位",2348.806,"2543.0595","路内停车位
004120"
"停车位",2348.8052,"2543.0648","路内停车位
004119"
"停车位",2348.8122,"2543.0379","路内停车位
004124"
"停车位",2348.8106,"2543.0432","路内停车位
004123"
"停车位",2348.8152,"2543.0271","路内停车位
004126"
"停车位",2348.8138,"2543.0328","路内停车位
004125"
"停车位",2348.8161,"2543.0216","路内停车位
004127"
"停车位",2348.817,"2543.0162","路内停车位
004128"
"停车位",2348.8178,"2543.0106","路内停车位
004129"
"停车位",2348.8186,"2543.0051","路内停车位
004130"
"停车位",2348.8193,"2542.9996","路内停车位
004131"
"停车位",2348.8203,"2542.9941","路内停车位
004132"
"停车位",2348.8211,"2542.9886","路内停车位
004133"
"停车位",2348.8221,"2542.983","路内停车位
004134"
"停车位",2348.823,"2542.9777","路内停车位
004135"
"停车位",2348.8238,"2542.9719","路内停车位
004136"
"停车位",2348.8247,"2542.9662","路内停车位
004137"
"停车位",2348.8256,"2542.9609","路内停车位
004138"
"停车位",2348.8264,"2542.9553","路内停车位
004139"
"停车位",2348.8274,"2542.9498","路内停车位
004140"
"停车位",2348.8286,"2542.9443","路内停车位
004141"
"停车位",2348.8293,"2542.9385","路内停车位
004142"
"停车位",2348.9159,"2542.6018","路内停车位
005001"
"停车位",2348.917,"2542.6076","路内停车位
005002"
"停车位",2348.9181,"2542.6131","路内停车位
005003"
"停车位",2348.9193,"2542.6184","路内停车位
005004"
"停车位",2348.9204,"2542.6236","路内停车位
005005"
"停车位",2348.9216,"2542.6288","路内停车位
005006"
"停车位",2348.9295,"2542.6668","路内停车位
005007"
"停车位",2348.9306,"2542.6726","路内停车位
005008"
"停车位",2348.9317,"2542.6781","路内停车位
005009"
"停车位",2348.9329,"2542.6834","路内停车位
005010"
"停车位",2348.934,"2542.6886","路内停车位
005011"
"停车位",2348.9352,"2542.6938","路内停车位
005012"
"停车位",2348.9367,"2542.6999","路内停车位
005013"
"停车位",2348.9379,"2542.7056","路内停车位
005014"
"停车位",2348.9389,"2542.7111","路内停车位
005015"
"停车位",2348.9401,"2542.7165","路内停车位
005016"
"停车位",2348.9412,"2542.7217","路内停车位
005017"
"停车位",2348.9425,"2542.727","路内停车位
005018"
"停车位",2348.9446,"2542.7322","路内停车位
005019"
"停车位",2348.9513,"2542.7478","路内停车位
005020"
"停车位",2348.9551,"2542.7532","路内停车位
005021"
"停车位",2348.9583,"2542.7579","路内停车位
005022"
"停车位",2348.9619,"2542.7627","路内停车位
005023"
"停车位",2348.9658,"2542.7682","路内停车位
005024"
"停车位",2348.9692,"2542.7724","路内停车位
005025"
"停车位",2348.9731,"2542.7773","路内停车位
005026"
"停车位",2348.977,"2542.7828","路内停车位
005027"
"停车位",2348.9801,"2542.7874","路内停车位
005028"
"停车位",2348.9834,"2542.7919","路内停车位
005029"
"停车位",2348.987,"2542.7968","路内停车位
005030"
"停车位",2348.9909,"2542.8018","路内停车位
005031"
"停车位",2348.9944,"2542.8065","路内停车位
005032"
"停车位",2348.9981,"2542.8116","路内停车位
005033"
"停车位",2349.0016,"2542.8166","路内停车位
005034"
"停车位",2349.0053,"2542.8217","路内停车位
005035"
"停车位",2349.0087,"2542.8264","路内停车位
005036"
"停车位",2349.0127,"2542.8314","路内停车位
005037"
"停车位",2348.9366,"2542.7591","路内停车位
005038"
"停车位",2348.9312,"2542.7564","路内停车位
005039"
"停车位",2348.9283,"2542.7571","路内停车位
005040"
"停车位",2348.9254,"2542.7578","路内停车位
005041"
"停车位",2348.9224,"2542.7587","路内停车位
005042"
"停车位",2348.9197,"2542.7596","路内停车位
005043"
"停车位",2348.9166,"2542.7601","路内停车位
005044"
"停车位",2348.9137,"2542.761","路内停车位
005045"
"停车位",2348.905,"2542.7675","路内停车位
005046"
"停车位",2348.8997,"2542.77","路内停车位
005047"
"停车位",2348.8911,"2542.7764","路内停车位
005048"
"停车位",2348.8873,"2542.7805","路内停车位
005049"
"停车位",2348.8842,"2542.7851","路内停车位
005050"
"停车位",2348.8807,"2542.7925","路内停车位
005051"
"停车位",2348.8791,"2542.7978","路内停车位
005052"
"停车位",2348.8777,"2542.8028","路内停车位
005053"
"停车位",2348.8762,"2542.8083","路内停车位
005054"
"停车位",2348.8748,"2542.8136","路内停车位
005055"
"停车位",2348.8734,"2542.8188","路内停车位
005056"
"停车位",2348.8719,"2542.8243","路内停车位
005057"
"停车位",2348.8704,"2542.8298","路内停车位
005058"
"停车位",2348.8691,"2542.8357","路内停车位
005059"
"停车位",2348.8676,"2542.841","路内停车位
005060"
"停车位",2348.8662,"2542.8464","路内停车位
005061"
"停车位",2348.8647,"2542.8519","路内停车位
005062"
"停车位",2348.8632,"2542.8574","路内停车位
005063"
"停车位",2348.8617,"2542.8626","路内停车位
005064"
"停车位",2348.8603,"2542.8681","路内停车位
005065"
"停车位",2348.8588,"2542.8736","路内停车位
005066"
"停车位",2348.8574,"2542.879","路内停车位
005067"
"停车位",2348.8558,"2542.885","路内停车位
005068"
"停车位",2348.8514,"2542.9016","路内停车位
005069"
"停车位",2348.8502,"2542.9074","路内停车位
005070"
"停车位",2348.8458,"2542.8779","路内停车位
005141"
"停车位",2348.8444,"2542.8832","路内停车位
005140"
"停车位",2348.8429,"2542.8886","路内停车位
005139"
"停车位",2348.8415,"2542.8941","路内停车位
005138"
"停车位",2348.8401,"2542.8995","路内停车位
005137"
"停车位",2348.8384,"2542.9055","路内停车位
005136"
"停车位",2348.8542,"2542.8454","路内停车位
005147"
"停车位",2348.8528,"2542.8507","路内停车位
005146"
"停车位",2348.8513,"2542.8561","路内停车位
005145"
"停车位",2348.8499,"2542.8617","路内停车位
005144"
"停车位",2348.8485,"2542.8671","路内停车位
005143"
"停车位",2348.8468,"2542.8731","路内停车位
005142"
"停车位",2348.8629,"2542.8128","路内停车位
005153"
"停车位",2348.8614,"2542.8181","路内停车位
005152"
"停车位",2348.86,"2542.8236","路内停车位
005151"
"停车位",2348.8585,"2542.8291","路内停车位
005150"
"停车位",2348.8571,"2542.8345","路内停车位
005149"
"停车位",2348.8555,"2542.8405","路内停车位
005148"
"停车位",2348.8681,"2542.7915","路内停车位
005157"
"停车位",2348.867,"2542.7967","路内停车位
005156"
"停车位",2348.8657,"2542.8021","路内停车位
005155"
"停车位",2348.864,"2542.8082","路内停车位
005154"
"停车位",2348.7932,"2542.6466","路内停车位
005076"
"停车位",2348.7922,"2542.6411","路内停车位
005075"
"停车位",2348.791,"2542.6356","路内停车位
005074"
"停车位",2348.7897,"2542.6303","路内停车位
005073"
"停车位",2348.7887,"2542.625","路内停车位
005072"
"停车位",2348.7874,"2542.6188","路内停车位
005071"
"停车位",2348.7942,"2542.6518","路内停车位
005077"
"停车位",2348.8292,"2542.7303","路内停车位
005090"
"停车位",2348.8339,"2542.7333","路内停车位
005091"
"停车位",2348.8386,"2542.7366","路内停车位
005092"
"停车位",2348.8429,"2542.7396","路内停车位
005093"
"停车位",2348.8478,"2542.7428","路内停车位
005094"
"停车位",2348.8524,"2542.7462","路内停车位
005095"
"停车位",2348.8567,"2542.7492","路内停车位
005096"
"停车位",2348.8613,"2542.7523","路内停车位
005097"
"停车位",2348.8662,"2542.755","路内停车位
005098"
"停车位",2348.8712,"2542.7577","路内停车位
005099"
"停车位",2348.8987,"2542.7539","路内停车位
005103"
"停车位",2348.8961,"2542.7551","路内停车位
005102"
"停车位",2348.8931,"2542.7559","路内停车位
005101"
"停车位",2348.8903,"2542.7572","路内停车位
005100"
"停车位",2348.9023,"2542.7533","路内停车位
005104"
"停车位",2348.905,"2542.7523","路内停车位
005105"
"停车位",2348.908,"2542.7513","路内停车位
005106"
"停车位",2348.911,"2542.7505","路内停车位
005107"
"停车位",2348.914,"2542.7496","路内停车位
005108"
"停车位",2348.9166,"2542.7487","路内停车位
005109"
"停车位",2348.9186,"2542.7477","路内停车位
005110"
"停车位",2348.9214,"2542.7466","路内停车位
005111"
"停车位",2348.9233,"2542.7444","路内停车位
005112"
"停车位",2348.9266,"2542.7432","路内停车位
005113"
"停车位",2348.9261,"2542.7071","路内停车位
005117"
"停车位",2348.9272,"2542.7128","路内停车位
005116"
"停车位",2348.9283,"2542.7184","路内停车位
005115"
"停车位",2348.9294,"2542.7237","路内停车位
005114"
"停车位",2348.9217,"2542.6851","路内停车位
005121"
"停车位",2348.9228,"2542.6908","路内停车位
005120"
"停车位",2348.9239,"2542.6964","路内停车位
005119"
"停车位",2348.925,"2542.7017","路内停车位
005118"
"停车位",2348.9169,"2542.6629","路内停车位
005125"
"停车位",2348.918,"2542.6686","路内停车位
005124"
"停车位",2348.9191,"2542.6741","路内停车位
005123"
"停车位",2348.9203,"2542.6795","路内停车位
005122"
"停车位",2348.9122,"2542.6413","路内停车位
005129"
"停车位",2348.9134,"2542.647","路内停车位
005128"
"停车位",2348.9144,"2542.6525","路内停车位
005127"
"停车位",2348.9156,"2542.6579","路内停车位
005126"
"停车位",2348.9078,"2542.6192","路内停车位
005133"
"停车位",2348.9089,"2542.6249","路内停车位
005132"
"停车位",2348.91,"2542.6304","路内停车位
005131"
"停车位",2348.9112,"2542.6358","路内停车位
005130"
"停车位",2348.9056,"2542.6087","路内停车位
005135"
"停车位",2348.9067,"2542.614","路内停车位
005134"
"停车位",2348.776,"2542.6482","路内停车位
005180"
"停车位",2348.7749,"2542.6424","路内停车位
005181"
"停车位",2348.7736,"2542.637","路内停车位
005182"
"停车位",2348.7725,"2542.6319","路内停车位
005183"
"停车位",2348.7713,"2542.6263","路内停车位
005184"
"停车位",2348.77,"2542.6202","路内停车位
005185"
"停车位",2348.7771,"2542.6535","路内停车位
005179"
"停车位",2348.7843,"2542.687","路内停车位
005173"
"停车位",2348.7831,"2542.6811","路内停车位
005174"
"停车位",2348.7819,"2542.6757","路内停车位
005175"
"停车位",2348.7808,"2542.6706","路内停车位
0050176"
"停车位",2348.7795,"2542.665","路内停车位
005177"
"停车位",2348.7782,"2542.6589","路内停车位
005178"
"停车位",2348.7853,"2542.6922","路内停车位
005172"
"停车位",2348.7889,"2542.7084","路内停车位
005169"
"停车位",2348.7877,"2542.7028","路内停车位
005170"
"停车位",2348.7864,"2542.6976","路内停车位
005171"
"停车位",2348.7902,"2542.7137","路内停车位
005168"
"停车位",2348.792,"2542.7191","路内停车位
005167"
"停车位",2348.7948,"2542.724","路内停车位
005166"
"停车位",2348.7985,"2542.7283","路内停车位
005165"
"停车位",2348.8025,"2542.7326","路内停车位
005164"
"停车位",2348.8071,"2542.7359","路内停车位
005163"
"停车位",2348.8117,"2542.739","路内停车位
005162"
"停车位",2348.8162,"2542.7425","路内停车位
005161"
"停车位",2348.8208,"2542.7454","路内停车位
005160"
"停车位",2348.8254,"2542.7487","路内停车位
005159"
"停车位",2348.83,"2542.752","路内停车位
005158"
"停车位",2349.0952,"2542.939","路内停车位
006001"
"停车位",2349.0911,"2542.9346","路内停车位
006002"
"停车位",2349.083,"2542.9249","路内停车位
006003"
"停车位",2349.0797,"2542.9203","路内停车位
006004"
"停车位",2349.0759,"2542.9152","路内停车位
006005"
"停车位",2349.0724,"2542.9102","路内停车位
006006"
"停车位",2349.0688,"2542.9054","路内停车位
006007"
"停车位",2349.0653,"2542.9004","路内停车位
006008"
"停车位",2349.0617,"2542.8953","路内停车位
006009"
"停车位",2349.0582,"2542.8903","路内停车位
006010"
"停车位",2349.0547,"2542.8855","路内停车位
006011"
"停车位",2349.0512,"2542.8808","路内停车位
006012"
"停车位",2349.0476,"2542.8755","路内停车位
006013"
"停车位",2349.0443,"2542.871","路内停车位
006014"
"停车位",2349.0406,"2542.8658","路内停车位
006015"
"停车位",2349.037,"2542.8606","路内停车位
006016"
"停车位",2349.0333,"2542.8557","路内停车位
006017"
"停车位",2349.03,"2542.8511","路内停车位
006018"
"停车位",2349.0268,"2542.8454","路内停车位
006019"
"停车位",2349.0469,"2542.9108","路内停车位
006020"
"停车位",2349.0421,"2542.9141","路内停车位
006021"
"停车位",2349.0379,"2542.9172","路内停车位
006022"
"停车位",2349.0331,"2542.9207","路内停车位
006023"
"停车位",2349.0288,"2542.9237","路内停车位
006024"
"停车位",2349.024,"2542.927","路内停车位
006025"
"停车位",2349.0198,"2542.9301","路内停车位
006026"
"停车位",2349.015,"2542.9336","路内停车位
006027"
"停车位",2349.0104,"2542.9367","路内停车位
006028"
"停车位",2349.0056,"2542.9401","路内停车位
006029"
"停车位",2349.0014,"2542.9431","路内停车位
006030"
"停车位",2348.9966,"2542.9466","路内停车位
006031"
"停车位",2348.9918,"2542.9498","路内停车位
006032"
"停车位",2348.987,"2542.9531","路内停车位
006033"
"停车位",2348.9828,"2542.9562","路内停车位
006034"
"停车位",2348.9782,"2542.9594","路内停车位
006035"
"停车位",2348.9739,"2542.9622","路内停车位
006036"
"停车位",2348.9689,"2542.9658","路内停车位
006037"
"停车位",2348.9649,"2542.9686","路内停车位
006038"
"停车位",2348.9601,"2542.9721","路内停车位
006039"
"停车位",2348.9555,"2542.9754","路内停车位
006040"
"停车位",2348.9572,"2543.04","路内停车位
006041"
"停车位",2348.9536,"2543.0351","路内停车位
006042"
"停车位",2348.9499,"2543.0303","路内停车位
006043"
"停车位",2348.9464,"2543.0253","路内停车位
006044"
"停车位",2348.9431,"2543.0203","路内停车位
006045"
"停车位",2348.9399,"2543.0147","路内停车位
006046"
"停车位",2348.9378,"2543.0091","路内停车位
006047"
"停车位",2348.9365,"2543.003","路内停车位
006048"
"停车位",2348.9354,"2542.967","路内停车位
006049"
"停车位",2348.9355,"2542.9614","路内停车位
006050"
"停车位",2348.9354,"2542.9554","路内停车位
006051"
"停车位",2348.9353,"2542.9491","路内停车位
006052"
"停车位",2348.9353,"2542.9429","路内停车位
006053"
"停车位",2348.9926,"2543.4404","路内停车位
007003"
"停车位",2348.9836,"2543.4242","路内停车位
007006"
"停车位",2348.9804,"2543.4186","路内停车位
007007"
"停车位",2348.9774,"2543.4133","路内停车位
007008"
"停车位",2348.9664,"2543.3931","路内停车位
007011"
"停车位",2348.9635,"2543.388","路内停车位
007012"
"停车位",2348.9573,"2543.3771","路内停车位
007014"
"停车位",2348.9485,"2543.3607","路内停车位
007016"
"停车位",2348.9459,"2543.3558","路内停车位
007017"
"停车位",2348.943,"2543.3506","路内停车位
007018"
"停车位",2348.9399,"2543.3453","路内停车位
007019"
"停车位",2348.937,"2543.3399","路内停车位
007020"
"停车位",2348.969,"2543.398","路内停车位
007010"
"停车位",2348.9455,"2543.4731","路内停车位
008001"
"停车位",2348.9423,"2543.468","路内停车位
008002"
"停车位",2348.939,"2543.463","路内停车位
008003"
"停车位",2348.9358,"2543.458","路内停车位
008004"
"停车位",2348.9324,"2543.4527","路内停车位
008005"
"停车位",2348.9291,"2543.4475","路内停车位
008006"
"停车位",2348.9259,"2543.4426","路内停车位
008007"
"停车位",2348.9227,"2543.4376","路内停车位
008008"
"停车位",2348.9191,"2543.4324","路内停车位
008009"
"停车位",2348.9158,"2543.4272","路内停车位
008010"
"停车位",2348.9125,"2543.4222","路内停车位
008011"
"停车位",2348.9093,"2543.4172","路内停车位
008012"
"停车位",2348.906,"2543.4121","路内停车位
008013"
"停车位",2348.9027,"2543.4069","路内停车位
008014"
"停车位",2348.8994,"2543.4019","路内停车位
008015"
"停车位",2348.8962,"2543.3969","路内停车位
008016"
"停车位",2348.8926,"2543.3914","路内停车位
008017"
"停车位",2348.8893,"2543.3862","路内停车位
008018"
"停车位",2348.8861,"2543.3812","路内停车位
008019"
"停车位",2348.8828,"2543.3762","路内停车位
008020"
"停车位",2348.8792,"2543.3709","路内停车位
008021"
"停车位",2348.8759,"2543.3657","路内停车位
008022"
"停车位",2349.0583,"2543.4081","路内停车位
009001"
"停车位",2349.0551,"2543.4027","路内停车位
009002"
"停车位",2349.0522,"2543.3977","路内停车位
009003"
"停车位",2349.049,"2543.3923","路内停车位
009004"
"停车位",2349.0459,"2543.3869","路内停车位
009005"
"停车位",2349.0429,"2543.3818","路内停车位
009006"
"停车位",2349.0397,"2543.3764","路内停车位
009007"
"停车位",2349.0365,"2543.371","路内停车位
009008"
"停车位",2349.0336,"2543.3659","路内停车位
009009"
"停车位",2349.0305,"2543.3608","路内停车位
009010"
"停车位",2349.0641,"2542.581","人行道车位
010002"
"停车位",2349.0621,"2542.5804","人行道车位
010003"
"停车位",2349.0601,"2542.5797","人行道车位
010004"
"停车位",2349.0581,"2542.579","人行道车位
010005"
"停车位",2349.0561,"2542.5784","人行道车位
010006"
"停车位",2349.0541,"2542.5775","人行道车位
010007"
"停车位",2349.0521,"2542.5768","人行道车位
010008"
"停车位",2349.0501,"2542.5763","人行道车位
010009"
"停车位",2349.0481,"2542.5756","人行道车位
010010"
"停车位",2349.0461,"2542.5749","人行道车位
010011"
"停车位",2349.0441,"2542.5743","人行道车位
010012"
"停车位",2349.0395,"2542.5726","人行道车位
010013"
"停车位",2349.0374,"2542.5719","人行道车位
010014"
"停车位",2349.0354,"2542.5713","人行道车位
010015"
"停车位",2349.0294,"2542.569","人行道车位
010016"
"停车位",2349.0274,"2542.5683","人行道车位
010017"
"停车位",2349.0239,"2542.567","人行道车位
010018"
"停车位",2349.0181,"2542.5526","人行道车位
010019"
"停车位",2349.0183,"2542.5485","人行道车位
010020"
"停车位",2349.0186,"2542.5434","人行道车位
010021"
"停车位",2349.0186,"2542.5386","人行道车位
010022"
"停车位",2349.272,"2542.5447","路内停车位
011001"
"停车位",2349.2669,"2542.5431","路内停车位
011002"
"停车位",2349.2618,"2542.5415","路内停车位
011003"
"停车位",2349.2566,"2542.54","路内停车位
011004"
"停车位",2349.2518,"2542.5384","路内停车位
011005"
"停车位",2349.2467,"2542.5366","路内停车位
011006"
"停车位",2349.2418,"2542.5352","路内停车位
011007"
"停车位",2349.2367,"2542.5336","路内停车位
011008"
"停车位",2349.2317,"2542.532","路内停车位
011009"
"停车位",2349.1818,"2542.5194","路内停车位
011010"
"停车位",2349.1769,"2542.5179","路内停车位
011011"
"停车位",2349.1718,"2542.5163","路内停车位
011012"
"停车位",2349.1668,"2542.5147","路内停车位
011013"
"停车位",2349.1568,"2542.5117","路内停车位
011015"
"停车位",2349.1517,"2542.5101","路内停车位
011016"
"停车位",2349.1467,"2542.5085","路内停车位
011017"
"停车位",2349.1411,"2542.5067","路内停车位
011018"
"停车位",2349.1271,"2542.5159","路内停车位
011019"
"停车位",2349.1254,"2542.5214","路内停车位
011020"
"停车位",2349.1234,"2542.5273","路内停车位
011021"
"停车位",2349.1187,"2542.5128","路内停车位
011023"
"停车位",2349.1168,"2542.5186","路内停车位
011022"
"停车位",2349.1026,"2542.4947","路内停车位
011024"
"停车位",2349.0746,"2542.486","路内停车位
011027"
"停车位",2349.0696,"2542.4844","路内停车位
011028"
"停车位",2349.064,"2542.4826","路内停车位
011029"
"停车位",2349.0544,"2542.4797","路内停车位
011031"
"停车位",2349.0488,"2542.4779","路内停车位
011032"
"停车位",2349.0335,"2542.473","路内停车位
011035"
"停车位",2349.0291,"2542.4716","路内停车位
011036"
"停车位",2348.9865,"2542.4585","路内停车位
011039"
"停车位",2348.9812,"2542.4569","路内停车位
011040"
"停车位",2348.9759,"2542.4553","路内停车位
011041"
"停车位",2348.9709,"2542.4537","路内停车位
011042"
"停车位",2348.9653,"2542.4518","路内停车位
011043"
"停车位",2348.9597,"2542.45","路内停车位
011044"
"停车位",2348.9542,"2542.4482","路内停车位
011045"
"停车位",2348.9491,"2542.4466","路内停车位
011046"
"停车位",2348.9441,"2542.445","路内停车位
011047"
"停车位",2348.9391,"2542.4434","路内停车位
011048"
"停车位",2348.9281,"2542.4393","路内停车位
011050"
"停车位",2348.9188,"2542.4336","路内停车位
011051"
"停车位",2348.9147,"2542.4302","路内停车位
011052"
"停车位",2348.9108,"2542.4261","路内停车位
011053"
"停车位",2348.907,"2542.4218","路内停车位
011054"
"停车位",2348.9003,"2542.4102","路内停车位
011055"
"停车位",2348.8977,"2542.4051","路内停车位
011056"
"停车位",2348.9333,"2542.4415","路内停车位
011049"
"停车位",2349.0233,"2542.4578","路内停车位
011057"
"停车位",2349.0289,"2542.4594","路内停车位
011058"
"停车位",2349.0342,"2542.461","路内停车位
011059"
"停车位",2349.0399,"2542.4627","路内停车位
011060"
"停车位",2349.0449,"2542.4643","路内停车位
011061"
"停车位",2349.0503,"2542.4659","路内停车位
011062"
"停车位",2349.0557,"2542.4676","路内停车位
011063"
"停车位",2349.0664,"2542.471","路内停车位
011065"
"停车位",2349.072,"2542.4728","路内停车位
011066"
"停车位",2349.1446,"2542.4958","路内停车位
011074"
"停车位",2349.1498,"2542.4974","路内停车位
011075"
"停车位",2349.1549,"2542.4991","路内停车位
011076"
"停车位",2349.1602,"2542.5007","路内停车位
011077"
"停车位",2349.1654,"2542.5024","路内停车位
011078"
"停车位",2349.1696,"2542.5036","路内停车位
011079"
"停车位",2349.1747,"2542.5053","路内停车位
011080"
"停车位",2349.18,"2542.5069","路内停车位
011081"
"停车位",2349.1852,"2542.5086","路内停车位
011082"
"停车位",2349.2228,"2542.4589","路内停车位
011099"
"停车位",2349.2237,"2542.456","路内停车位
011100"
"停车位",2349.2246,"2542.4531","路内停车位
011101"
"停车位",2349.2255,"2542.4501","路内停车位
011102"
"停车位",2349.2265,"2542.4473","路内停车位
011103"
"停车位",2349.2274,"2542.4444","路内停车位
011104"
"停车位",2349.2283,"2542.4415","路内停车位
011105"
"停车位",2349.2292,"2542.4385","路内停车位
011106"
"停车位",2349.23,"2542.4354","路内停车位
011107"
"停车位",2349.2309,"2542.4325","路内停车位
011108"
"停车位",2349.2318,"2542.4296","路内停车位
011109"
"停车位",2349.2327,"2542.4266","路内停车位
011110"
"停车位",2349.2452,"2542.4378","路内停车位
011121"
"停车位",2349.2431,"2542.4431","路内停车位
011122"
"停车位",2349.2414,"2542.4483","路内停车位
011123"
"停车位",2349.2397,"2542.4535","路内停车位
011124"
"停车位",2349.238,"2542.4587","路内停车位
011125"
"停车位",2349.2365,"2542.464","路内停车位
011126"
"停车位",2349.2348,"2542.4691","路内停车位
011127"
"停车位",2349.2331,"2542.4746","路内停车位
011128"
"停车位",2349.2313,"2542.4799","路内停车位
011129"
"停车位",2349.2296,"2542.4854","路内停车位
011130"
"停车位",2349.2279,"2542.4907","路内停车位
011131"
"停车位",2349.2262,"2542.496","路内停车位
011132"
"停车位",2349.2244,"2542.5013","路内停车位
011133"
"停车位",2349.2212,"2542.512","路内停车位
011135"
"停车位",2349.4108,"2542.479","路内停车位
012002"
"停车位",2349.4081,"2542.4783","路内停车位
012003"
"停车位",2349.4054,"2542.4769","路内停车位
012004"
"停车位",2349.4026,"2542.4756","路内停车位
012005"
"停车位",2349.3997,"2542.4746","路内停车位
012006"
"停车位",2349.397,"2542.4736","路内停车位
012007"
"停车位",2349.3853,"2542.4682","路内停车位
012008"
"停车位",2349.3823,"2542.4671","路内停车位
012009"
"停车位",2349.374,"2542.4637","路内停车位
012012"
"停车位",2349.3712,"2542.4627","路内停车位
012013"
"停车位",2349.3685,"2542.4617","路内停车位
012014"
"停车位",2349.3659,"2542.4602","路内停车位
012015"
"停车位",2349.3629,"2542.459","路内停车位
012016"
"停车位",2349.3602,"2542.4583","路内停车位
012017"
"停车位",2349.3574,"2542.4569","路内停车位
012018"
"停车位",2349.3546,"2542.4557","路内停车位
012019"
"停车位",2349.3454,"2542.4522","路内停车位
012020"
"停车位",2349.3427,"2542.4515","路内停车位
012021"
"停车位",2349.3399,"2542.4501","路内停车位
012022"
"停车位",2349.3372,"2542.4489","路内停车位
012023"
"停车位",2349.3177,"2542.4388","路内停车位
012024"
"停车位",2349.3148,"2542.4381","路内停车位
012025"
"停车位",2349.3117,"2542.4375","路内停车位
012026"
"停车位",2349.3087,"2542.4367","路内停车位
012027"
"停车位",2349.3062,"2542.4364","路内停车位
012028"
"停车位",2349.3032,"2542.4356","路内停车位
012029"
"停车位",2349.3001,"2542.435","路内停车位
012030"
"停车位",2349.2972,"2542.4343","路内停车位
012031"
"停车位",2349.2942,"2542.4341","路内停车位
012032"
"停车位",2349.2912,"2542.4334","路内停车位
012033"
"停车位",2349.2882,"2542.4328","路内停车位
012034"
"停车位",2349.2852,"2542.432","路内停车位
012035"
"停车位",2349.2824,"2542.4317","路内停车位
012036"
"停车位",2349.2794,"2542.431","路内停车位
012037"
"停车位",2349.2764,"2542.4304","路内停车位
012038"
"停车位",2349.2667,"2542.429","路内停车位
012039"
"停车位",2349.2637,"2542.4283","路内停车位
012040"
"停车位",2349.2607,"2542.4277","路内停车位
012041"
"停车位",2349.2575,"2542.4279","路内停车位
012042"
"停车位",2349.2545,"2542.4271","路内停车位
012043"
"停车位",2349.2515,"2542.4265","路内停车位
012044"
"停车位",2349.2225,"2542.4209","路内停车位
012048"
"停车位",2349.2196,"2542.4201","路内停车位
012049"
"停车位",2349.2165,"2542.4196","路内停车位
012050"
"停车位",2349.2136,"2542.4192","路内停车位
012051"
"停车位",2349.2107,"2542.4184","路内停车位
012052"
"停车位",2349.2076,"2542.4178","路内停车位
012053"
"停车位",2349.2047,"2542.4174","路内停车位
012054"
"停车位",2349.2017,"2542.4167","路内停车位
012055"
"停车位",2349.1987,"2542.4161","路内停车位
012056"
"停车位",2349.1958,"2542.4159","路内停车位
012057"
"停车位",2349.1929,"2542.4151","路内停车位
012058"
"停车位",2349.1898,"2542.4146","路内停车位
012059"
"停车位",2349.187,"2542.4142","路内停车位
012060"
"停车位",2349.184,"2542.4134","路内停车位
012061"
"停车位",2349.1809,"2542.4129","路内停车位
012062"
"停车位",2349.178,"2542.4125","路内停车位
012063"
"停车位",2349.1751,"2542.4118","路内停车位
012064"
"停车位",2349.172,"2542.4112","路内停车位
012065"
"停车位",2349.1691,"2542.4109","路内停车位
012066"
"停车位",2349.1661,"2542.4101","路内停车位
012067"
"停车位",2349.1631,"2542.4096","路内停车位
012068"
"停车位",2349.1601,"2542.4091","路内停车位
012069"
"停车位",2349.1572,"2542.4083","路内停车位
012070"
"停车位",2349.1541,"2542.4078","路内停车位
012071"
"停车位",2349.1522,"2542.418","路内停车位
012072"
"停车位",2349.1507,"2542.4234","路内停车位
012073"
"停车位",2349.1489,"2542.4289","路内停车位
012074"
"停车位",2349.1473,"2542.4338","路内停车位
012075"
"停车位",2349.1457,"2542.4392","路内停车位
012076"
"停车位",2349.144,"2542.4447","路内停车位
012077"
"停车位",2349.1404,"2542.457","路内停车位
012078"
"停车位",2349.1387,"2542.4624","路内停车位
012079"
"停车位",2349.1371,"2542.4677","路内停车位
012080"
"停车位",2349.1354,"2542.4729","路内停车位
012081"
"停车位",2349.1254,"2542.4807","路内停车位
012082"
"停车位",2349.1264,"2542.4777","路内停车位
012083"
"停车位",2349.1271,"2542.4749","路内停车位
012084"
"停车位",2349.1281,"2542.4717","路内停车位
012085"
"停车位",2349.1291,"2542.4688","路内停车位
012086"
"停车位",2349.1298,"2542.4659","路内停车位
012087"
"停车位",2349.1307,"2542.4629","路内停车位
012088"
"停车位",2349.1314,"2542.46","路内停车位
012089"
"停车位",2349.1326,"2542.4572","路内停车位
012090"
"停车位",2349.1334,"2542.4541","路内停车位
012091"
"停车位",2349.1343,"2542.4513","路内停车位
012092"
"停车位",2349.1351,"2542.4482","路内停车位
012093"
"停车位",2349.1362,"2542.4453","路内停车位
012094"
